Title,Description
text_files/Creepandstressrelaxationfunctions/0.txt,"in the long three back to another lecture on a introduction to soft matters so last time what we were discussing were the idea of sleep and at the crippledom nan and the stress lies in eromena and what we saw was that if you are an experiment isyogo to the lab and your doing to experience you'll probably end up with a different people who if i the go to the lab the land up at different creep casan this family of course is what represents the meter property don't and then if you similarly do a saturniens for the stress exists like in phenomena the elevates a set of cars which are again representing some genocide property so this is very interesting and very helpful but we won't do ask that question just like in previous intolerance or you might have seen that the is single cove with in the present tersest so we won't ask that same question all over again is that can we simplify the situation we little bit and can we not with a system where we can define the medlar properties by a single goatherd and a family of course so here there is a important of that is to be important that that is a consequent lineality so as we are going to introduce this concept and the sea so so i'm just going to say that before that what we do is to so so idea of lineality involves two concepts skip one is the idea are seeds is thy dear lines calling and on the other is another is called the superposition of responses responds this pansies this do ideas are differentes so let us first take up thy ideally mescal so first we let a this problem the idea of a esop we ended up so we have this function which is a function of two variables right time and stress so the question well ask you is canorous this to unchallenged radio so here as the proposition of lineage is the proposition of lineuil is that when you martia the stress import by a factor of alphaeus sisseton madelaine factor then your response ganges proportionally so i do have a tin happening is that it should become an for tinsel she ties so is this so by the is is a proposition this need not hold true that i we are saying that it is a proposition so if this horse so if so if the proposition is true
"
text_files/Creepandstressrelaxationfunctions/1.txt,"then so we had ridden damsel the awful sin must be for them but implies that a time is equal good if i am just going to marlay here four of them say lionesses for this wound to introduce this right son if i bring a osimo word on to the side you might have seen this kind of elections before so we have a functionary able and what were claiming it that really you divide so you see this function j is being divided by the value of subsecivae well and what his teams is this alfie and arbitary constant late so alfaretta all for the arbitrary constant so for this to hold this this thing this fontana should be independent of signal it so there's implies that j t of sigma by signal is independent of signal other basically upon sinopoli one way able a time so so jeames sigma by sigma can also reiterate function it is just upon fantine iterate say are but j e to represent the function just to keep it easy light and this ah now has so this j the has the units of the west of the stress i strained rated by strip stress the stralsund baronitess so the strain is damaetas investors so basically this now can the present some kind of media property i i where this lenity of scaling words with thee we can define jet and this gate is now called the creep modeless or creep from plants sails go with a whole moneyless i so this is quite interesting that the estate with a function of two wary bells but we added up by applying a proposition and we saying that if the proposition holds are is the proposition holds then you can define a creep modeles this is not just a function of time so say how different thesis from your original a classical lastic solid in the sense that you had to apply another proposition to get her to to find a creep mateless which is not a family of course but just single cup but it is still the modillions of tirade to it mass
"
text_files/Creepandstressrelaxationfunctions/2.txt,"for his god as to weather many less even if it it satisfies that proposition of lina calling it i still have a modulation to a function of time this is a key difference with your classical elastic solid it's all so kiefer with the classical a discus fluid in the sense that it is not being defined by a paramita which is a function of time so now now that we have to this proposition so we are if you had notice that we are discussing this entrance from the prospective of an experimentalist it we said that tiresome thing a call of his coastin material but how do we test this how do we know what it is lasting with alis so we propose six different experimental tests i heepman will a testoon thing you can do in the laboratory when you do it then you can see gerot where or how this galactic the ideal is so we are looking at this and dancing from that perspective eleasar or with that so now that we have a proposition are seeing that the proposition is probly going to be really helpful notices we must also devise experimental matters for checking the proposition i so lisette is saw the war next task so the task at hand is the proposition of menacing salades stared with method one angus the rest go to a new fish beth said is so it so as on a meteor i just say this is mated one so what were we doing i let such where we had a uniformly of close we were applying different values astres and then were we according the rest was right and were doing that when we recording the response what we found it we end up with this family of course so if we wondered at lineality it other than blotting the stream here we should prolog a different ye of golf let us not plot the functional form that we had seen it so not if it is jesuitism and not of an senote stress then use the word you think it happened to this threat different cots then collapsed into one seal and of getting a new one calf the same so well this noted make a note of this all slave girls well as into one if ninety a skinning holds okay he clears a another arm saying landscaping or day or not just legerity because the daily near day has to other this another confident with so you end up outing on you one of but what if this leniades not hot what will then you wore look like so in that case if you lugete your mary the beginning the three will be similar
"
text_files/Creepandstressrelaxationfunctions/3.txt,"but after some time against that i will so maybe this is signalin won so sick no toss this is where how if you have a nolenki situation then your graff looks different it so this was matter one which is easy this another method and here so when we say a is ready will is independent of signal sent a white and waylays sided we wake instead now flat on this access let us for this and here this is your stress access so if you are doing this experiment at different levels except i settle the ordeal find is this is only going to be a punitive so at a given time if you are to protestant so this is it may be the one it is a startling by the show i mean is eroded or draw orion the light so he is on the line if lineality holds the idolising words but we we had a later time it is not limousin that case you'll end up getting something which is not be constant so may this is at times too and this is your case the man menacing why did we discuss to different methods a just quickly let's go back for a second and understand that when we say lending it is a very destructive condition you are asking whether a media leads this union or not and when he does the thing the grass will look some pollard will become an ill with simple for us but if it doesn't hold the nordeney is it then the nundinae again appear in my duplessis can it can be that the nominal occurs at certain stress levels as there is a critical stress level over which none in the comes in which is your draf here you might be doing an experiment says that for many different values you keep getting a linear venus then in donald but be as sudden critical value none knew eyelet okay the second mattered demonstrates that you might have lenador i initially did of time he might be i'm just to say may be for ten minutes the testament lies you lie in some cases so may be four five sersaon line the hold and after that none the deaconess the way in which no leaden come in then come in multiples so that's why we discuss to different matters but in the ality this one other method calumet of isocrates which is very popular and it is more suited for experimental a the way we collect experiment later i is most of it for that so let us see this as that to so this is matted three
"
text_files/Creepandstressrelaxationfunctions/4.txt,"also called matter of ice ogowe it galliasse little be very clear one is sardesus ing the medial said by gray just to make a note o all these deaths that i superintendent discussing temperature so you might have noticed that amplitude something that we are not discussed now and we don't attitudes us this is this is introductory course of registry to get familiar with the the same first important concepts of this and the prater is another important aspect what we'll not discuss this because i say to lucy posilipo or so in the matter of his ucatella with that name on in a second be one say explained so you are in the lab inorganical et data and you are applying in pot and you will collect i'll sample your imports at certain frequency it so let us say a we just simply for life a little bit so let us say you aline signal one somebody else is of lansing motoo dalmain i marie is different conditions and you are something he said different times i shall except that men so you are simply you are in port at something one time to do time titian similarly mister vane put in parents similarly an outport what are you doing you are measuring strict his function of that for the this different cuts so liveries sampling again agathe same time so you have a system which is something that impudent out but at the same time so here soarest like in the case of what we want to do is we want to construct a diagram or just a onepiece soleano systems we had simaise so we want to broughtest to intreaties for these cases so what do you will find is that you end up getting threaded a pint is on too so he alinari of scaling if you sample and laughter responsive at a given time then we know that the j h the response so it is quickly going back to that so what we had done as we said ah so sigma by absolute in this case is the old sam is a second so this jetty too signal by sigma is basically absolutely signal son if this is just a function of time if lindhorst then when you are brought in a celebesian or sigma by absolute cure in this case then that is just if any need fight so do andy
"
text_files/Creepandstressrelaxationfunctions/5.txt,"once a best horace i did not witnessing so at a given time this slope is constant and our parting in my way of sale so if liners you should get a straight line that you help put on you did of wine set that the slope of this is given by one of j a e n i a similarly for other times so this method secure so this method is called the method of ice icons because i saw man the same crowns gone is time so this is indicating that what you are doing is your dissembling the different value different times as is sampling value the same time and we are drawing a cutthroat so this really indicate a line skinny key so this indicates so if you get a trailin it in to get ministering but what if you don't have a linsey what do you grapelike you gaffer then look like we not be a strait line six if you are gaudy may be ill just use a different color so that get so may in this case if you are doing an ef you're linares not hard may be your gaff look something like this that this is still a the sampling did a points from your time to one to this is your teocalis kind of a curl indicates non anerton is there gathas become morbid crowded but to discuss all these theater to unfortunately northerly kisses are the three mates now quickly before we are in is espart of the lecture we discuss to important concepts say one was trip and other was dressed like senate so what a verticality he remembered this contact so what happens there so fortresslike station so lenity for dress relaxation issue we have g which was a function of the times of a pole and line they the proposition will say that if you have another case where you murkily you absolutely afar this should also skill and and just like we did it or be the previous time we see that this implies so this is a proposition of of maniacal ing so again we have the same or a similar question that we end up with which implies that if lena's gaming horse than we have this day absent
"
text_files/Creepandstressrelaxationfunctions/6.txt,"is the fontanone so we can define jip is a stress relaxation wordless so what we did to day as we had started out a lie with the idea of it giving osoria with ideas of the triple like ismeno men and the cessation from and we took this idea a little bit farther to day and we introduce a proposition of the nicely and we saw what the inari in place who also looked at if you want to test by the lines killing whether the proposition horse to or not we do not say by the way that the proposition has toward it might or might not hold to both this is a possible so it so if both assuasive you must first taste that ready hold and to do that we identified the three different methods method one met her to her matter tree in a final loves a matter of ice upon as matters that you can you can use an experimental setting to decide with that lineality the proposition is really true or not and i also give side of when lenity is to do the three methods are not just for you retasting holds but they also give you an idea of when the arteries so will the takes a a some the other following concepts nixon okay thanks so we'll stop you to the
"
text_files/Deborahnumber/0.txt,"in the long welcome to the second lecture on interaction to soft matter we were discussing in the last glass the various time scars are the nitrating skies that were discribed in some of the indicted we are just discussed at the for example in times that delusion taken for a twinkling at a twinkling of an eye in the case then there was a another time slone to ty and to day is the time taken by a shot neither and piercing a lotus petal many other times he had also discussed obviously a like days linaments years exeter and this as some the ancient time kills that would be cussed in many different texts one of the foremost ex being the surest tanta which was a texas on amy you can find a many of the reference materials in book coincident in the lips in intimate tics which is edited by adam the lied books has many different chapters contributed by other authors but the very point that we are discussing natural time hers was to ensure that we are neander that the fen the phenomena which are associated with their own natural time scale along with this comes the idea that natural systems have a response time and in order to understand a observe that system we have to naturally be able to first and foremost appreciate what the times hillside with the system is a very important experiment in this context is called a very clear very famous experience all the pitch tropic ferment and in this manuscript which is called a pitch to experiment was re published in the european journal of physics we have authors awards darter and parnell and he described this i will go to the pedant it more men but i just wanted the scope to you what the pistol experiment was so in the fire that department of physics at the inutile in brisbane is an experimental lestrade for teaching purposes the fluidity of the hardy hideosity of pitch set up in ninety guenever by rose thomas parnell the first process is exter now when we talk of something of pitch which is usually by product the natural product we think of it in terms of a solid but this very famous experiment challenge too few point and is often looked up on his ear one of the pioneering experiments in trying to undastand viscous deity so here as in the beginning on ready readier to you that we have at the department of physics very high hiester pitch which was proceeded to illustrate and what he did is we set up a very simple experiment you have a funnel shaped are here just me sure so this is the paratus and then you have pitch that is contained within it and what happens is much like water or much like a fluid you have the pitch starting form droplets and then this fall down into this beaker now obviously pitch has a very very high viscosity and because it is a very high viscosity this is not going to be fast in human terms so this experiment was set up and esaron of a very long running experiment and this experiment they found that the drop as a single drop usually comes out at around eight to nine years of time so they went around and you are welcome to more redisposed leisure which is again at the pitch drop experiment by eduard duanan panel it was published the european on physics in idea before and the other into important thing i wanted to city point out is the record of the pitch drops are there to nineteen thirty when the first it was started
"
text_files/Deborahnumber/1.txt,"to nineteen thirty eight the first drop fall nineteen forty seven is an a second opal is almost a gap of a nine years there then the third dragoon i ten fifty fourth almost a gap of seven ines here then fifty four to sixty two a so that about eighty years and not counting a month but approximately that the time scale same agin you are creature which could only view something at intervale six years or seventy years for you with every if you're thinking of you you were alien creature so let us imagine for a second that this an alien creature where history king of the eye is there to bring a die is takes six to seven years of human time for them the moment he blinks his eyes the next moment a drop a swamp has fallen in a sense for him the material would not seem like a solid it would seem more likely quick with this you have dropped its coming out so but for humans our thinking her at the blinking of an eye is much faster so for us it all a seems a lather long time to wait for a drop before and it is appropriate in the meantime if you are using pithom like that in your life laboratory for experiment that is only lasting ten minutes is appropriate to discuss that as a solid body what this experiment or what the framework ah what retained to understand is the idea that just a second all open at the other doctor went at i want to discuss so i hope you sort of understand that when you are discussing the mid metelin properties of the madisons the two things that are important and that is why i discussed the two issues one was the time scale associated with the phenomena and then the other is the time of europe as and these two became very very important in understanding the film in itself all this idea was a proposed that this i decide anne to a non demesne a important number at this as proposed by rene in a paper that was polishing nineteen sixty four aniline physics to day and in the beginning he is so the is it's a after the atoghia pluto this manuscript and in adoration his sad describing a situation which sort of lead to the entasis to the discussion but important thing that here he wants to say is that he was inspired by the story of profit poetaster bore and in a famous song after the vicar the philistine seating the mountains flowed before the lord when over the andes ago the bible translated it into english the translators who had never heard of heraclitus translated a passage the mountains melted with for the lords bitter but they were new of tootings first that the mountains flow and that as everything flows but secondly that the flood before the lord and ogier the man for the simple is that man in his short lifetime cannot see them flowing where is the time of of the vision of god is infinite so using so remainder stand these lines are from the old estimate of a bible that is is a story from that but he is using this as an inspiration to go head and define a very very important a mefres which is going to become the devon ober and this developed he defines as the time of relaxation divided by the time of observation so ah your motion pellisier also at elise but for us the important thing is the definition of the developer which is defined right now as time of relaxation divided by the time of observation what is this time of relaxation so i'll come to that
"
text_files/Deborahnumber/2.txt,"before the dim being a eloise to say that we're goin to use land as a symbol for time of relaxation and for the time of observation we are going to use the suscipe observation senates mocassin to do as that we are going to use the letters d to denote bernabe rather than just be as the ignerent on so let us go back to our writing pad and i'll come back to this so we are discussing a number falterona an we just said that we'll write it as the is not demeanor and it was so of two times his this is the time of relaxation is deadwater i am of observation so this sad echo for it account for two things one is the pons of materials and the whole issue of humour of the vision experimental observation now this so the question is what is the first question that should come to you is what is named so lamda is a relaxes and time scale and it is usually taken as the time scale of the fiscal asti madelia i haven't yet discussed what is salacity is so i am in some sense i am harry to use that but for the time it will come back to this obviously atelier for at a late stage so this is usually take an as when we say that time scale off miss coastin materials it usually implies the largest time constant describing molecular lexicons are and it would be some average timkin some average value of response a response as determined by lina ischiatic or it could also be taken out sometimes skill sometime constant that appears in a constitutive relationship so i must have a point out here that tiresome tom sat amusing that we have not yet come across so lanison to be something that we are just familiarizing ourselves with we are going to discuss it in more detain the poor die in in the course so i not discuss what miniscule city is it not discuss for the constituted relationship is or what a molieres we'll come back to that
"
text_files/Deborahnumber/3.txt,"but more importantly we had another tomb this quickly going back to this that is the observation right so this time is also there this term is slightly easier to understand and de observation can either be a time scale associated with experimental sessions with experimental measurements or it can also be that i'm skill associated with the floor if you take it as a time skill as a side with a floor often people tend to write the develour in that case the cat to die it is t by the of floote question is what is the time kallolo the best we do understand that is to some examples but we like not on in her that is a reciprocal of the average sheet can also be taken as a time skill of the floor it's so we not here that reciprocal of the sedate gillier's gone a dot can be taken as a florimell and this is usually done for statistics lasso you are make another note which you say usually done for steady statut if you do that then the question for there were a number this becomes lander into canada that is usually another number the two use often in a desolate city or soft matter which is for the visible number the double eye which is usually defined as always as lambert commodo so this is called dubois stands for why i send word number so if you're a stark using the sheet of that reprisal on the sheet as it appropriate in scale then the number of the devil on one of that in that case becomes identical with the white man name to this an important point now so i list quickly summarized his port before we summarise this another couple of things i'd like to mention so now i see in the very very beginning this go back to this definition
"
text_files/Deborahnumber/4.txt,"in the very beginning we had said that oft made often as my dicaeopolis in states of matter are neither simple liquids nor distillin solids right so what happens to the laxities here in case of simple ecrits now we know it if you do i recall superanda adet horses wi you to say that a liquid is one thing that cannot stand here at all which means that it has to respond instantaneously so with less worn instantaneously then this fatime scale yolanda becomes zein that case ye so we come infinitely small which master the midianites ponding almost immediately to afford a leistering to flow so you is if i did useful to a less and that if there were a number ten to zee we say that macadamised a light very much like a fluid on the other hand this by the application of force from a common in the standing we see that the solid never flows right so the time killers with slow of her solid body is in almost infinitely large compared to that of a liquid so the other extreme detricand consider here is that listened so if they were a number then standpoint we say that materials like a sunlit light aside so that one did of considering these to extreme cases this we are now really do in a sense begin discussing one of his scholastic or material a soft mater would be and you can probably guess that when we say this caustic mates are soft medias the devil on numberest with them with be a finite quantity sienite be somewhere beginnin finity and that where it lies between her and infinite gives you an idea of whether it is by more like a liquid or more like a solid so some of the places of medersas we are discussed and we'll see later areas of a siliceous will have a finite the burnum and that the vernal becomes important similarly for other types of soft mateless now we see that although the original definition here appealed to induce in some senses so all other this ah here it is does not really stated water implicit or christlichen with the use of the vernal began one start conty fine our understanding of softies in a sense no what i'd like to do is i like to consider a couple of problems so i go ahead and have a sample one so let's say you have a sphere of radios art and some fluid is coming with a velocity of you are you infinite the three steamboat of you infinite then in this system and it is given to you that this fluid has a relaxation time of lamda so this is given so alesage
"
text_files/Deborahnumber/5.txt,"fluid as the latian i'm skill of and so the question with you want to ask is what is the baron a mere in this case it so this is us go back to our former definition we right they were a number as lame by the obstacle landaulet given to you and this is the word prepare defence and to use in this case because we are not stating that this is an experiment or anything so there should be a time silas aside with a flop so then your question simply we come what is the tinsel of lo so as time scale of floor in this case should be a bee you infinity this is er timesitheus ted he is appropriate to describe the floor right are saradine you include the festivity which means that we can write or the wire an umber and alamayou invite the leone who a other example it is you have a fear of eades art and that is rotating in a fluid with and i malvasia and again you the fluid here as lacedemon given by landes this number is given to you so in this gate again you have the bonameras lamaite flow a natural time skin here is actually given by a magical is only this angularity satollo in this case the simple cold one bit omega so you deereeree landeens osage you one problem that you might want to think over and we will discuss that in the next class and you have let a two spheres one has iron radius the other one has a toads so this are concentrically think of this as problem of two concentric cylinders so a said the fierce in the beginning said so let us think of this as to conceit sirs and then one of them the inside one is rotating and then anglesey of omega so what i'd like you to do this to a given to this letter with elia tie to think as to what old ben appropriate they were a number in this case so what we did to day is that we discussed how that alisters have there on time skill and how your observation of that also the effect of your understanding of the material itself in her we discuss the famous pitch drop experiment and how the fish drops so forenail being you would not necessarily understand it in terms of a solid material so that brought us to the very important concept of the debonair and we saw that they were a number intoleration as given by rene in his paper in the nineteen sixty four people if he and carrache gave it a time of alexis and died by the
"
text_files/Deborahnumber/6.txt,"a vision where land is the damsel of the viscous madelia and the observation is the duration of experiment loves a wish in frequent usage the a the definition of other formed of a delineates typically used is really placed the steel a vision by the time skill of the the characteristic time give of the floor we saw some of the examples and the so problem for you to so think about it for the next class so will stop here for to this lecture thanks
"
text_files/input_144_1/0.txt,"h m what people think about a college they often think about national geographic they think about exotic places like propane forests they think about a charismatic animals like lions and tigers but really you can learn just as much if not more about ecology by looking at very mundane things like this in the agricultural fields of wisconsin a sisa family portrait of papists a mother and her offspring am there feeding at the tip of an a house now you might gather from the name perpetui on peas but they also feed on beans clover and of course i'll sell for him they have mouth parts but a like hypodermic needles they stick their mouths and there i plants and stuck out plancus's this is a pitcher that keeps me awake at night quite literally um this illustrates one of the problems that i've been working on for all of my all tree basically it shows paintin a field of alfalfa over the class of about a month starting in the twenty seventh of may to the thirtieth of june the population initially is low it increases and then declines this it was taconet fundamental questions of ecology the things that professionally colleges ask his questions are what explains how fast population seem reese and then what explains the populations spot when they stop increasing and start to the clime so the next four minutes in wonderland what i know about this for he even so the first flacon population increase if you look at a aphid you see that she's really just a a a a by producing machine am currente bodies devoted to reproduction not only is he wandered to reproduction but her offspring also have there offspring a developing within them so each female has not only her daughter but also her granddaughters in them female simeuse about five or spring a day those hoping then developed about a ten days to reproduce themselves abitation a really cool trick they've done away with males so over the summer they reproduce a sexually without sex each female just truces and identical to medicate of herself it is a population growth this really makes sense if a female can reproduce at ken substitute all of her male offspring with female offspring those females produce the male stone and you automatically double the population five a in general he colleges only keep trace of the females and populations not the males even if sexual populations like humans you always assume the grouch willing and able matron to impregnate the females so you really just need to keep track of the females a if you actually do some back of the envelope tingoccio of salt to the single female you just keep er better reproduce letter offering reproduce at the end of five months you get enough aid to cover the state of wisconsin twice ten feet after that a year and a half would have a mass of aphids equal to the mass of the known universe expanding at the rate of speed of light stuff happen that we to get to the second question that i want a redress which is what causes populations to stop increasing this is a gentle answer p a pindar the popcorn of the insect world all predator love to eva for example this predator the seven spotted lady bank antisoviet of different creditors this is my favorite creditor a persean to understand what these parasitic wasps do i have to think of the movie alien because the curate creator of the movie actually got inspiration from these perched was the war in japan a into the aphid the exam develops within the still living aphid eat it out and eventually kills it to transform into a wisp of the next generation their extremely effective and what they do killing athens so what i hoped to illustrate is the two basic ecological questions on what explains how half buckleton increase and what causes those population increase to actually stop i also hope i felicitated an important lesson in college which is if you go out into nature pick something really anything and study it really really hard you actually learn a tremendous amount about a college thank you
"
text_files/input_144_1/1.txt,"
"
text_files/input_144_2/0.txt,"a lot when i talk about is does touch matter insides from happy research in marketing first i want explain with happy is have dick comes from the greek word and it means able to lay hold of basically think about it is touching with the hands and he may think of well why do we care about captain marketing if you think about the growth of online shopping or catalogue shopping it's really important to understand why people are so mormonite to touch an all theirs and how do we compensate for an inability to touch so i want to talk about a framework i want to start with object or products actors that encouraged touch and then an individual difference factor and then situation factors that may motivate touch and then a little bit about compensation mechanism touches better than any other sons at four different attributes and those include texture hardness waiting ter peter so for texture during a be motivated to touch this or clothing for hardness if you think about a cellphone you may want to press the buttons and see how they feel prior to purchase electronic quipment to people like to see how the buttons respond when we also have wait you and to see how waiteth heavy it is how easy it is to carry and in finally temperature telfer buying a beverage you may want to feel different beverages to feel the coldest one in the refrigerator what's really interesting about touch there is some people in cognitive psychology that have discute studied touch also and what they look at is people's hand movements so for each of those objects properties the stereotype hand movements you can observe as their ascertaining that information so for example texture if you watch people trying to ascertain texture they will do this lateral motion all rub like this or the ruble this in one study i vidette people veining products and time their different hand movements so each of these four attributes have different handles so we have texture for hardness you can see them precise can see people put pushing the buttons basically for way unsupported holding you can see him half thing the object and then finally for temperature static contact you can just see them laying their hands on the different objects so it's i a happy perceptual system is really interesting case is the only system where you can observe input to the system by observing him movement so if a producat or veriest attributes you're going to be much more vonved to touch than if it does it so for example like books they don't really vary in a diagnostic lay on one was after blent really care about touching compared to something like claws or sporting or cue equipment or something else that does so products of varying people also vary and how motivated they are to touch so few watch people in stores which i've done a lot and you look at their touching the haviour thurso people no matter what category there and they touch everything while other people don't really seem to care if they touch her not so there is as individual difference what i i turn need for touch and people's preference for touch information so you have the product you have the people then situation differences so online callaghan i mentioned that you can't touch prior to purchase in one study i went to a grocery store and i can hid behind your trition signs why watch people shop and i looked at you know what categories they purchased in a time how long they touched which categories they touched one thing that i found is if you put up a point of her to sign encouraging touch you get significantly more impulse on planeting for high and lone for touch people but especially these high need for touch people so you can change things in the situation and motivate people to touch even more so you have the product you had the individual and you have the situation all factors but let's say you know you buy something like this blanket on line well this you would say well okay it's thought texture you could feel this latter motion wait unsupported holding is a prodigate gory that you probably want to touch and let's say your high need for touch why would you buy something less like that on line well could be that there's some compensation mechanism so for example there's some written description where you know you'll really need to touch it because you can just read the written description so there can be written to scription there could be a visual there could be a low price or could be a return policy some way to compensate for an inability to touch so does touch manner i would say sometimes it just depends on the product and the person and situation the
"
text_files/input_144_3/0.txt,"i class so to day all be talking about climate change and species responses to climate change and were all be shown you to day is what we can learn from the geological record in terms understanding pass fanatic events now species responded to those climatic events all right so the first context here in his cane you electricity itself which i'm not going to go into right now is a point that the world is warming and a human torsonse for it this been a law debate about this in the public media that i gain what hit the point that scientists are unified in a man that evidence is overwhelming at this point that the world is warming in human are sponsible so you look you look at the plot there you can sit a black line which shows historical observations of global mean temperatures over the last century you considers been about a seven tessier warming now if you look to the future which is those various blue lines you can see that the various models projects an acceleration of these warming trends over this century and depending on the scenario look at from blue to red there began anywhere from but a tottering to but a forebearing now he can nor that yellow red line of the bottom there that's more a one of scenery if we weren't to do the priest down hot and other greenhouse gassion the mediately what happened to climates and which is clearly knocking to happen any time soon so the point being that were facing a teterree warming over the century and a question that being what will happen how ill fiscal systems respond to a hurricane frequency flood frequency how will species and natural consistence response and how our own societies responded i take this drastic changes in climate so one place we can learn to look to the fire an ter these sort of questions is looking to the last twenty thousand years a pill if you look at that map of its top which you can see there is that twenty thousand years ago we had a large ice sheet on top of the northern hemisphere covering much of north america and the rest of northern hemisphere contract with a map and right there which shows an ice which is more the present day state i speak and my men to greenland we've gone from a glacial state to an irrigatin state in a span of a twenty thousand years that red carven thought him those that we've gone from a butter tendered change in greenland is in this temperature record from reeling we go from about at left twenty thousand years ago to write present day in a fessel abrupt warming and cooling along the wages abrupt transitional events and to have a very good delagoa record an understanding of the climatic change the past as now i look at the ecologists is to those connecticut so what does some of the things we can pull out from a sort of sort of data or we look at fossil paul and other plant records one of the things we can see is as species are highly dynamic as climate changes species migrate it is you can see the here where you can see the top there you can it's the left hand panel is for twenty one thousand years ago going to the right at present and i can see ice melts away as go from matama there but they look at the green which is a distresses based upon fossil poland other fossil plants records i could see the distress changed from being malignant us to oberos candid or the span of his twenty thousand years so ranges a highly dynamic now of course trees aren't taking up and moving than at walking from point of point be but instead there dispersing seeds on these seas established a new areas they can call nientes new populations and in other areas were with spruce used to grow those are is become unfavorable in those populations die off that's owes range ships of these species now a piece of good news majolica record is that we don't have very many observing tensions of plants of the last twenty thousand years plastics i should stand what example where we do is shown here in this diagram this is a some cross sections of some spruces there as the first four eight though the air from it from a still living species of spruce eager from extinct dishes of spruce and we so either some clear evidence from fossil records the laelia that as a satisfactum grew in the path it or not dounia so species do go extinct but bismarckian in the rule however if you combine climate change with other drivers other stresses to these natural systems that's what you can have widespread and potentially devastating of ways extinctions the most famous one occurrin to an end of the place to see in here with the extinction of madness and other large mammals from north america these were caused by the concomitant of climate change with human hunting renatus clinical i killed the man this wasn't as human hunting alone killed the males by his was a commision together that was so so deadly so on the clear lessons for to day is that as he go to the in his twenty per century it's a commision of climate change with human land use which changes it to nutrients slices with a basis spaces being moved from content etonnent that in a post a true risks to species at present the last point i want to hit is is the
"
text_files/input_144_3/1.txt,"really warming a big deal three or five degrees self was the big deal about that well he is plot makes it places that the twenty per century warm in the contact of what we've seen in the geological record though the horizontal axis is rate of change the birds laces his magnitude of change the point one a draw your touching through that the red alibis what's projected for the twin first century the green lips are brasilia at ten and the point there is that the twenty per cent warming is unusual because its both got the highest rate of change and a largest magnitude canesters definite reason in this gelatine to be concerned about was coming for the century take
"
text_files/Introduction/0.txt,"in the long recovery body become through the introductory glass on the course which is titled introduction to soft matter so this is introductory lecture on a introductories in this intruder into ah what would want to discuss is what do we even understand by the term soft matter or the course of this over the entire course of this series of lectures will who fully understand and a great mathematical depth what we mean by this topic my by this term consolata and other deletete what we want to do to day in our to day's letter we want to focus on so to day what we are going to be as we would long about a blue references for this the second was were equipped will make an acquaintance with so the definitions of kites and then there is i would like to look at historical context for this course when in the first part i like to look at some of the work that was a someone very interesting the lovers that took place in ancient times a ancient time keeping and that will bring us to an important number that we will be using that the course and that nobody is called the de balance let us get started with the first part which is books said ah now it so happens that there are many different books that are really good day that a really good text books the issue with soft matter is that this is truly an indivisible course where a lot of different disciplines for example tanistry physics mechanical insuring inspecting in comical enduring all this come together and as a result what has happened is there are many books which are written by authors keeping in my in this different disciplines and hence there are every of books with a variety of different apertures so i'm not not i to detail all the different possible books that are dead but i have only made a small list from the possible what different possibilities so it to my apologies to all the different books that have left out because they are suddenly many good texts that i've not been able to differeth first text that is a suggester is called the title of the book is mechanical response of palmers and introduction and this is why others allan wiman and carradine using a will be referring to this text quite a bit in the course another is dynamic apollinaris liquids by thee are theaters for this text book which are a bianor robert armstrong and hosea this also very good textbook and israel quite a bit from a fruit mechanistic and we also be referring to some some parts of this book in this course the other a sadist book here is the soft animate by teacher a jones and finally this one more taxeth is understanding this colassie by enfantin these are suggested textbooks but we will this lecticae of liecester to be more a assentation so the lectures are more or less sufficient for an introductory course in soft metilius so those were the books now we had said that we'd work to get our says acquainted with the definitions in the aria now when we talk of saltwater and some of you who are listening
"
